VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2012,2012,9.2,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2013,2013,8.8,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2014,2014,8.2,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2015,2015,8.2,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2016,2016,8.6,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2017,2017,8.7,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2005,2005,69.8,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2006,2006,70.9,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2007,2007,70.7,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2008,2008,68.6,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2009,2009,68.2,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2010,2010,67.2,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2011,2011,66.8,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2012,2012,68.4,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2013,2013,66.7,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2014,2014,67.2,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2015,2015,67.9,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2016,2016,68.5,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2017,2017,68.7,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2018,2018,70.3,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2005,2005,79.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2006,2006,76.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2007,2007,78.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2008,2008,79.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2009,2009,78.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2010,2010,79.1,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2011,2011,75.5,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2012,2012,79.8,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2013,2013,77.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2014,2014,79.9,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2015,2015,80.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2016,2016,79.1,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2017,2017,78.7,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2005,2005,17.6,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2006,2006,17.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2007,2007,16.1,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2008,2008,15.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2009,2009,14.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2010,2010,15,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2011,2011,14.7,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2012,2012,13.9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2013,2013,11.6,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2014,2014,12.4,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2015,2015,13.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2016,2016,11.2,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2017,2017,10.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2007,2007,89.6,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2012,2012,89.6,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2013,2013,89.3,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2014,2014,91.3,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2015,2015,89.1,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2016,2016,88.1,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2017,2017,88.1,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2005,2005,34.3,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2006,2006,34.5,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2007,2007,27.7,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2008,2008,27.8,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2009,2009,27.9,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2010,2010,25.7,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2011,2011,23.4,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2012,2012,21,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2013,2013,23.1,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2014,2014,21.8,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2015,2015,23.3,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2016,2016,23.1,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2017,2017,19,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2005,2005,32,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2006,2006,32.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2007,2007,25.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2008,2008,25.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2009,2009,25.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2010,2010,24,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2011,2011,22.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2012,2012,19.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2013,2013,21.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2014,2014,20,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2015,2015,22,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2016,2016,21.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2017,2017,17.2,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2005,2005,24.9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2006,2006,23.9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2007,2007,22.4,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2008,2008,22.9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2009,2009,23.4,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2010,2010,23.9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2011,2011,21.1,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2012,2012,21.5,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2013,2013,22.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2014,2014,21.7,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2015,2015,21,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2016,2016,18.8,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2017,2017,18.1,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2005,2005,8.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2006,2006,8.6,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2007,2007,8.6,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2008,2008,7.5,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2009,2009,7.3,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2010,2010,8,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2011,2011,8.1,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2012,2012,7.9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2013,2013,7.4,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2014,2014,7.8,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2015,2015,8.4,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2016,2016,8,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2017,2017,8.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2005,2005,76.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2006,2006,77.8,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2007,2007,77.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2008,2008,76.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2009,2009,76.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2010,2010,75.4,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2011,2011,75.5,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2012,2012,76.9,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2013,2013,77,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2014,2014,77.3,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2015,2015,77.9,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2016,2016,76.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2017,2017,77.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2007,2007,89.7,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2012,2012,89.3,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2013,2013,89.5,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2014,2014,91.4,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2015,2015,88.9,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2016,2016,87.8,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2017,2017,88.2,D,Difference in methodology
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2007,2007,89.8,D,Difference in methodology
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2012,2012,88.9,D,Difference in methodology
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2013,2013,89.7,D,Difference in methodology
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2014,2014,91.5,D,Difference in methodology
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2015,2015,88.7,D,Difference in methodology
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2016,2016,87.5,D,Difference in methodology
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2017,2017,88.3,D,Difference in methodology
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2005,2005,11,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2006,2006,10.8,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2007,2007,10,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2008,2008,9.5,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2009,2009,9.9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2010,2010,10,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2011,2011,9.8,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2012,2012,9.4,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2013,2013,9.4,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2014,2014,9.2,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2015,2015,8.4,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2016,2016,9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),FRA,France,2017,2017,8.9,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2005,2005,29.6,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2006,2006,30.6,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2007,2007,23.2,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2008,2008,22.9,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2009,2009,23,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2010,2010,22.2,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2011,2011,21.3,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2012,2012,17.6,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2013,2013,19.3,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2014,2014,18.1,,
